Unnamed: 0,title,rating,review_text,location,hotel,label,review_text_clean
10,Excelente opción para visitar Sevilla,5,"Hotel estupendamente situado en una zona peatonal del centro histórico, al lado de la Plaza del Salvador y muy cómodo para visitar a pie todos los lugares de interés de Sevilla. El edificio es muy nuevo y las instalaciones funcionan a la perfección. Buen aislamiento acústico y camas y almohadas muy cómodas, lo que asegura un adecuado descanso. El personal es muy servicial, agradecer especialmente la atención y profesionalidad de Susana. El desayuno es excelente, con la posibilidad de tomarlo en el patio que es muy agradable. Los protocolos covid están bien establecidos y generan seguridad sin suponer molestia alguna. Nosotros aparcamos en el aparcamiento de la Magdalena en calle San Pablo, 3 (alrededor de 12 euros/día reservando por parclick), muy cómodo pagas por adelantado y…",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"hotel estupendamente situado en una zona peatonal del centro histórico, al lado de la plaza del salvador y muy cómodo para visitar a pie todos los lugares de interés de sevilla. el edificio es muy nuevo y las instalaciones funcionan a la perfección. buen aislamiento acústico y camas y almohadas muy cómodas, lo que asegura un adecuado descanso. el personal es muy servicial, agradecer especialmente la atención y profesionalidad de susana. el desayuno es excelente, con la posibilidad de tomarlo en el patio que es muy agradable. los protocolos covid están bien establecidos y generan seguridad sin suponer molestia alguna. nosotros aparcamos en el aparcamiento de la magdalena en calle san pablo, 3 alrededor de 12 euros día reservando por parclick , muy cómodo pagas por adelantado y"
11,Escapada aniversario,5,"Hotel perfecto para nuestras necesidades.  Céntrico, limpio, seguro covid, habitaciones y camas amplias, gran desayuno y empleados atentos y profesionales. Si volvemos a Sevilla, contaremos con vosotros. Gracias.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"hotel perfecto para nuestras necesidades. céntrico, limpio, seguro covid, habitaciones y camas amplias, gran desayuno y empleados atentos y profesionales. si volvemos a sevilla, contaremos con vosotros. gracias."
12,EXCELENTE,5,"Es un hotel con encanto, situado en el centro a 500 metros de la Catedral, a dos pasos de la Plaza de la Encarnación... Tiene una ubicación excelente. El hotel es precioso, el personal encantador y la ubicación perfecta. Realmente la reserva la habíamos hecho en el H10 Corregidor Boutique, pero nos avisaron de que nos cambiaban a este porque el otro estaba cerrado. En la habitación hay cafetera Nespresso y están decoradas con mucho gusto. Si volvemos a Sevilla tengo muy claro el hotel al que quiero ir. Muchas gracias.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"es un hotel con encanto, situado en el centro a 500 metros de la catedral, a dos pasos de la plaza de la encarnación... tiene una ubicación excelente. el hotel es precioso, el personal encantador y la ubicación perfecta. realmente la reserva la habíamos hecho en el h10 corregidor boutique, pero nos avisaron de que nos cambiaban a este porque el otro estaba cerrado. en la habitación hay cafetera nespresso y están decoradas con mucho gusto. si volvemos a sevilla tengo muy claro el hotel al que quiero ir. muchas gracias."
13,De sobresaliente,5,"Estancia muy grata en todos los sentidos. El hotel muy bien situado, la habitación muy cómoda y bien equipada y el personal de recepción inmejorable. Desde Anuar que nos recibió, Antonio que nos despidió y especialmente Raúl que nos hizo la reserva. Muy profesional, de trato muy correcto, cercano y amable. Unos trabajadores dignos de un hotel de su categoría.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"estancia muy grata en todos los sentidos. el hotel muy bien situado, la habitación muy cómoda y bien equipada y el personal de recepción inmejorable. desde anuar que nos recibió, antonio que nos despidió y especialmente raúl que nos hizo la reserva. muy profesional, de trato muy correcto, cercano y amable. unos trabajadores dignos de un hotel de su categoría."
14,Exquisito,5,"Una joya en pleno centro de Sevilla, a unos pasos de Sierpes y rodeado de calles, callecitas, plazas y gran parte del patrimonio histórico de la ciudad. Gracias Susana por tu cálida bienvenida, gracias Cristina por tu trato amable y por tu sonrisa. Ha sido una experiencia extraordinariamente placentera. El olor a fresco, embriagador. La pulcritud de sus espacios. La habitación estupenda con una decoración que te invita al disfrute total de tu estancia mágica en este hotel mágico! ",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"una joya en pleno centro de sevilla, a unos pasos de sierpes y rodeado de calles, callecitas, plazas y gran parte del patrimonio histórico de la ciudad. gracias susana por tu cálida bienvenida, gracias cristina por tu trato amable y por tu sonrisa. ha sido una experiencia extraordinariamente placentera. el olor a fresco, embriagador. la pulcritud de sus espacios. la habitación estupenda con una decoración que te invita al disfrute total de tu estancia mágica en este hotel mágico!"
15,Enhorabuena hotel de 5 estrellas,5,"Estuvimos alojados, y no puedo nada más que decir que toda la atencion fue magnífica,  la ubicación inmejorable, el desayuno espectacular. Es sencillamente elegante con clase  Volveremos sin dudarlo, y somos muy exigentes con los alojamientos a los que vamos. Y mnos considereramos  muy críticos a la hora de puntuar,decimos verdades lógicas aunque no sean agradables",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"estuvimos alojados, y no puedo nada más que decir que toda la atencion fue magnífica, la ubicación inmejorable, el desayuno espectacular. es sencillamente elegante con clase volveremos sin dudarlo, y somos muy exigentes con los alojamientos a los que vamos. y mnos considereramos muy críticos a la hora de puntuar,decimos verdades lógicas aunque no sean agradables"
16,Hotel  magnífico con encanto,5,"He pasado una noche en este hotel y solo puedo calificarlo como excelente. Ya la recepción te deja sin palabras y las habitaciones están decoradas con un gusto exquisito. El baño es magnífico, incluso tienes dos duchas por si te quieres duchar a dos bandas. Incluye albornoz y zapatillas. El bufé se toma en un típico patio andaluz precioso con su fuente e incluye zumo natural y tienes servicio de platos calientes a demanda (muy cuidado por el COVID). Su ubicación en pleno casco histórico. En definitiva, mejor imposible.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"he pasado una noche en este hotel y solo puedo calificarlo como excelente. ya la recepción te deja sin palabras y las habitaciones están decoradas con un gusto exquisito. el baño es magnífico, incluso tienes dos duchas por si te quieres duchar a dos bandas. incluye albornoz y zapatillas. el bufé se toma en un típico patio andaluz precioso con su fuente e incluye zumo natural y tienes servicio de platos calientes a demanda muy cuidado por el covid . su ubicación en pleno casco histórico. en definitiva, mejor imposible."
17,Nivélazo,5,"Gracias a Susana (jefa de recepción) una entrada impecable con una información concreta y eficaz, un trato exquisito , rápido y sencillo. Las habitación espectacular y el estado de todo impecable. Su ubicación en el casco antiguo y para ir de familia y visitar genial, el parking fue lo menos eficaz pero está a 10 minutos caminando. Dos mascarillas  y gel hidroalcohólico de cortesía y una habitacion preparada para entrar (la temperatura adecuada) las noches fueron tranquilas y sin ruidos, genial.",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"gracias a susana jefa de recepción una entrada impecable con una información concreta y eficaz, un trato exquisito , rápido y sencillo. las habitación espectacular y el estado de todo impecable. su ubicación en el casco antiguo y para ir de familia y visitar genial, el parking fue lo menos eficaz pero está a 10 minutos caminando. dos mascarillas y gel hidroalcohólico de cortesía y una habitacion preparada para entrar la temperatura adecuada las noches fueron tranquilas y sin ruidos, genial."
18,Excelente hotel,5,"Nos hospedamos con el hotel y acababan de abrir esa semana, fue una joya encontrarlo, bien ubicado en una zona peatonal y la verdad el hotel es precioso, el lobby, las habitaciones, el desayunador todo de un gusto exquisito y el servicio muy bueno. El desayuno es magnifico. Gran opción si vuelvo a Sevilla repito",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"nos hospedamos con el hotel y acababan de abrir esa semana, fue una joya encontrarlo, bien ubicado en una zona peatonal y la verdad el hotel es precioso, el lobby, las habitaciones, el desayunador todo de un gusto exquisito y el servicio muy bueno. el desayuno es magnifico. gran opción si vuelvo a sevilla repito"
19,MUY BUEN HOTEL,5,"La ubicación del Hotel es excelente. Te permite ir andando a los lugares más bonitos y emblemáticos de Sevilla. El Hotel precioso..muy bien decorado. LA habitación amplia, cómoda y con un baño estupendo. El personal muy profesional y muy amable. El desayuno buffet muy completo y con mucha calidad. Cuando volvamos a Sevilla repetiremos seguro!!!!",Seville_Province_of_Seville_Andalucia,H10_Casa_de_la_Plata,1,"la ubicación del hotel es excelente. te permite ir andando a los lugares más bonitos y emblemáticos de sevilla. el hotel precioso..muy bien decorado. la habitación amplia, cómoda y con un baño estupendo. el personal muy profesional y muy amable. el desayuno buffet muy completo y con mucha calidad. cuando volvamos a sevilla repetiremos seguro!!!!"
20,A great hotel for a long weekend in Sevilla.. amazing rooftop.,5,"Hotel muy bien ubicado para descubrir Sevilla, muy céntrico. Nos alojamos en la suit 120 y todo perfecto….habitación amplia y con balcones.   La limpieza es un 100% y el camarero del rooftop Jose izó que nuestras tardes en la piscina fuesen de lo mejor!   Muchas gracias!!",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"hotel muy bien ubicado para descubrir sevilla, muy céntrico. nos alojamos en la suit 120 y todo perfecto .habitación amplia y con balcones. la limpieza es un 100 y el camarero del rooftop jose izó que nuestras tardes en la piscina fuesen de lo mejor! muchas gracias!!"
21,Conocer Sevilla,4,"Muchas gracias por la amabilidad, simpatia, detalles por parte de todo el personal, especialmente a Fernando y Carmela  Un hotel muy céntrico,  cama muy cómoda, un desayuno muy variado, un servicio/limpieza de habitaciones perfecto. Muy aconsejable!! Maria Teresa y  Carlos",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"muchas gracias por la amabilidad, simpatia, detalles por parte de todo el personal, especialmente a fernando y carmela un hotel muy céntrico, cama muy cómoda, un desayuno muy variado, un servicio limpieza de habitaciones perfecto. muy aconsejable!! maria teresa y carlos"
22,Excepcional,5,"Totalmente recomendable. Ubicación perfecta para visitar Sevilla.  El hotel es muy bonito y confortable, y el servicio excepcional. Muy amables y siempre dispuestos a ayudar y a recomendar sitios para visitar.  Volveremos seguro",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"totalmente recomendable. ubicación perfecta para visitar sevilla. el hotel es muy bonito y confortable, y el servicio excepcional. muy amables y siempre dispuestos a ayudar y a recomendar sitios para visitar. volveremos seguro"
23,Estadía en Sevilla,4,Excelente.  Hotel muy bien localizado. El desayuno maravilloso.  Personal super atento Es un poco complicado llegar a las habitaciones por eso clasifico 4 Hay un restaurante muy cerca que se llama El  Tres Soles  que se come de maravilla,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,excelente. hotel muy bien localizado. el desayuno maravilloso. personal super atento es un poco complicado llegar a las habitaciones por eso clasifico 4 hay un restaurante muy cerca que se llama el tres soles que se come de maravilla
24,Una muy buena opción,4,La localización perfecta la en mitad del barrio De la Cruz tiene garaje aunque un caro 20€ día habitación estupenda  el servicio de primera no pudimos utilizar la piscina y la terraza debido  al mal tiempo.Una opción perfecta para pasar unos días en sevilla,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,la localización perfecta la en mitad del barrio de la cruz tiene garaje aunque un caro 20 día habitación estupenda el servicio de primera no pudimos utilizar la piscina y la terraza debido al mal tiempo.una opción perfecta para pasar unos días en sevilla
25,25 Aniversario en Sevilla,5,"Todas las personas sin excepción  muy amables, el lugar acogedor, céntrico, buena calidad y limpieza. Comodidad en el parking para no tener que utilizar el vehículo hasta salir. El emplazamiento permite desplazarse cómodamente a pie. La azotea, con espacios, bar y piscina muy agradable sobre todo por la noche.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"todas las personas sin excepción muy amables, el lugar acogedor, céntrico, buena calidad y limpieza. comodidad en el parking para no tener que utilizar el vehículo hasta salir. el emplazamiento permite desplazarse cómodamente a pie. la azotea, con espacios, bar y piscina muy agradable sobre todo por la noche."
26,IMPOSIBLE DESCANSAR,2,"El fin de semana mi pareja y yo hicimos una reserva en este hotel, con el fin de descansar y desconectar, fue sólo una noche y menos mal.  Nos llevaron a un ala bastante apartada del hotel porque nos dijeron que era mejor para descansar ya que la parte de fuera era muy “jaleosa”. Nos pareció bien porque era justo lo que buscábamos, y cuál fue nuestra sorpresa? Desde las 6 de la mañana con ruidos, primero lo que suponemos que eran unos tacones en la habitación de arriba (de eso no tiene culpa el hotel, obviamente) y después sobre las 7 o poco más, las limpiadoras moviendo muebles y arrastrando sofás o lo que fuera. Habíamos cogido sólo alojamiento para descansar, pensando en no tener que madrugar como habitualmente, pero fue IMPOSIBLE por los ruidos constantes.  Por destacar algo…",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,0,"el fin de semana mi pareja y yo hicimos una reserva en este hotel, con el fin de descansar y desconectar, fue sólo una noche y menos mal. nos llevaron a un ala bastante apartada del hotel porque nos dijeron que era mejor para descansar ya que la parte de fuera era muy jaleosa . nos pareció bien porque era justo lo que buscábamos, y cuál fue nuestra sorpresa? desde las 6 de la mañana con ruidos, primero lo que suponemos que eran unos tacones en la habitación de arriba de eso no tiene culpa el hotel, obviamente y después sobre las 7 o poco más, las limpiadoras moviendo muebles y arrastrando sofás o lo que fuera. habíamos cogido sólo alojamiento para descansar, pensando en no tener que madrugar como habitualmente, pero fue imposible por los ruidos constantes. por destacar algo"
27,fantastico!!,5,"Fantástico desde el primer momento, nada mas llegar nos ayudaron con las maletas y las llevaron a la habitación. El personal del hotel de los mejores que me he podido encontrar, sin duda se merecen un 10!!!. La habitación fantástica, grande y con todo lo necesario. Nos dejaron la plancha durante los dos dias que estuvimos alojados allí. el baño con todo lo necesario. La piscina es una gozada, aunque no es muy grande es suficiente para refrescarte a media tarde. La ubicación mejor imposible, a dos minutos de la Giralda, en una zona llena de restaurantes y bares. Dispone de parking (no incluido en el precio) que aunque es caro se agradece. Sin duda repetiré cuando viaje de nuevo a Sevilla.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"fantástico desde el primer momento, nada mas llegar nos ayudaron con las maletas y las llevaron a la habitación. el personal del hotel de los mejores que me he podido encontrar, sin duda se merecen un 10!!!. la habitación fantástica, grande y con todo lo necesario. nos dejaron la plancha durante los dos dias que estuvimos alojados allí. el baño con todo lo necesario. la piscina es una gozada, aunque no es muy grande es suficiente para refrescarte a media tarde. la ubicación mejor imposible, a dos minutos de la giralda, en una zona llena de restaurantes y bares. dispone de parking no incluido en el precio que aunque es caro se agradece. sin duda repetiré cuando viaje de nuevo a sevilla."
28,Un placer la estancia,5,"Un trato exquisito desde el mismo momento que llegamos al hotel hasta que nos fuimos. Buenas instalaciones, todo nuevo. Destacar que todos los días cuando nos limpiaban la habitación, nos dejaban dos botellas de agua. Son detalles que se agradecen. Destacar el trato de las profesionales que nos atendieron en el desayuno",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"un trato exquisito desde el mismo momento que llegamos al hotel hasta que nos fuimos. buenas instalaciones, todo nuevo. destacar que todos los días cuando nos limpiaban la habitación, nos dejaban dos botellas de agua. son detalles que se agradecen. destacar el trato de las profesionales que nos atendieron en el desayuno"
29,Maravillosa estancia,5,"Maravilloso trato de todo el personal del hotel. Habitación super cómoda y muy limpia. El desayuno vale mucho la pena, variado y con muy buen cafe. Las medidas COVID perfectas. 100% Recomendable, para repetir sin lugar a dudas.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"maravilloso trato de todo el personal del hotel. habitación super cómoda y muy limpia. el desayuno vale mucho la pena, variado y con muy buen cafe. las medidas covid perfectas. 100 recomendable, para repetir sin lugar a dudas."
30,No es oro todo lo que reluce,3,"El hotel en general está bien, las habtiaciones son espaciosas y el personal es muy amable (sobretodo el encargado del roof-top y la piscina) y la zona de la piscina es curiosa. Pero tiene dos grandes fallos: El primero es que el wifi no llegaba bien a la habitación ya que se cortaba continuamente. El segundo fallo es que no se les ocurre otra cosa que poner un edredón nórdico en vez de una sábana fina en pleno agosto en Sevilla.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,3,"el hotel en general está bien, las habtiaciones son espaciosas y el personal es muy amable sobretodo el encargado del roof top y la piscina y la zona de la piscina es curiosa. pero tiene dos grandes fallos el primero es que el wifi no llegaba bien a la habitación ya que se cortaba continuamente. el segundo fallo es que no se les ocurre otra cosa que poner un edredón nórdico en vez de una sábana fina en pleno agosto en sevilla."
31,Visita de 3 dias,5,Estancia de tres días para descubrir Sevilla. Hotel muy bien valorado y se lo merece. Nuestro opinion : - Ubicación ideal - Habitación muy confortable  -Personal amable y disponible.  -Desayuno rico delicioso - Pequeña piscina en el techo,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,estancia de tres días para descubrir sevilla. hotel muy bien valorado y se lo merece. nuestro opinion ubicación ideal habitación muy confortable personal amable y disponible. desayuno rico delicioso pequeña piscina en el techo
32,Muy buen hotel en centro histórico de Sevilla,4,"El Hotel Rey Alfonso X es un hotel muy recomendable con una envidiable localización en el casco antiguo de Sevilla, a 7 minutos a pie de La Giralda. Es un precioso edificio antiguo rehabilitado y muy Moderno por dentro y bien equipado. Las camas muy confortables y por la noche tuvimos una habitación que daba a un patio interior muy Silencioso con lo que el descanso estuvo garantizado. El personal del hotel es muy agradable y atento. Lástima que no tuvimos de disfrutar de la terraza oportunidad y la piscina. A repetir. ",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"el hotel rey alfonso x es un hotel muy recomendable con una envidiable localización en el casco antiguo de sevilla, a 7 minutos a pie de la giralda. es un precioso edificio antiguo rehabilitado y muy moderno por dentro y bien equipado. las camas muy confortables y por la noche tuvimos una habitación que daba a un patio interior muy silencioso con lo que el descanso estuvo garantizado. el personal del hotel es muy agradable y atento. lástima que no tuvimos de disfrutar de la terraza oportunidad y la piscina. a repetir."
33,Estupendo Hotel,5,"Las instalaciones del hotel y el personal son geniales. Hotel muy recomendable para pasar unas vacaciones en Sevilla. La ubicación es buenísima, muy céntrico. A 400 metros de la Catedral. Zona muy tranquila. El personal es extraordinario.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"las instalaciones del hotel y el personal son geniales. hotel muy recomendable para pasar unas vacaciones en sevilla. la ubicación es buenísima, muy céntrico. a 400 metros de la catedral. zona muy tranquila. el personal es extraordinario."
34,Magnifico,5,"Hotel perfecto para visitar Sevilla. Muy bien ubicado para visitarlo todo. Felicitar a TODO EL PERSONAL, por su amabilidad y profesionalidad. Especialmente a Juanma y Mariano, atentos a todas nuestras necesidades. La piscina y la terraza, una delicia. Habitación preciosa y limpia. Desayuno buffet excelente.  Recomendable al 100% . Amenazamos con volver!  Feliciten a todo su personal!",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"hotel perfecto para visitar sevilla. muy bien ubicado para visitarlo todo. felicitar a todo el personal, por su amabilidad y profesionalidad. especialmente a juanma y mariano, atentos a todas nuestras necesidades. la piscina y la terraza, una delicia. habitación preciosa y limpia. desayuno buffet excelente. recomendable al 100 . amenazamos con volver! feliciten a todo su personal!"
35,Hotel estupendo,5,Hotel estupendo! Súper bonito. El personal muy agradable. Nos encanto que el hotel tuviera mini bar!  Es un hotel que está muy céntrico. Lo recomiendo 100%.  Nosotros algún día volveremos a ir! Es estupendo,Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,hotel estupendo! súper bonito. el personal muy agradable. nos encanto que el hotel tuviera mini bar! es un hotel que está muy céntrico. lo recomiendo 100 . nosotros algún día volveremos a ir! es estupendo
36,Un buen hotel con mucho ruido.,3,"El hotel es moderno, amplio y limpio, pero no hemos podido disfrutar de la experiencia porque con tanto ruido no hemos podido descansar. Además la piscina estaba llena de gente y no la hemos podido usar. Los empleados muy amables y la ubicación perfecta.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,3,"el hotel es moderno, amplio y limpio, pero no hemos podido disfrutar de la experiencia porque con tanto ruido no hemos podido descansar. además la piscina estaba llena de gente y no la hemos podido usar. los empleados muy amables y la ubicación perfecta."
37,Situación y trato inmejorable.,5,"La situación del hotel, en el barrio de Santa Cruz es perfecta, muy cerca de lo más importante a visitar, con sus callejuelas estrechas, plazas y bares. El trato y atención del equipo del hotel ha sido de 10. Nos hemos sentido muy muy a gusto.  El desayuno es muy completo y la plaza de garaje amplia.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"la situación del hotel, en el barrio de santa cruz es perfecta, muy cerca de lo más importante a visitar, con sus callejuelas estrechas, plazas y bares. el trato y atención del equipo del hotel ha sido de 10. nos hemos sentido muy muy a gusto. el desayuno es muy completo y la plaza de garaje amplia."
38,"Lo mejor, la ubicación",4,"Hotel muy bien ubicado con excelente trato de todos los trabajadores pero no demasiado adaptado para ir con niños pequeños, pues la unica entrada es con escaleras y para acceder a la piscina también hay que subir y bajar muchas escaleras.",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"hotel muy bien ubicado con excelente trato de todos los trabajadores pero no demasiado adaptado para ir con niños pequeños, pues la unica entrada es con escaleras y para acceder a la piscina también hay que subir y bajar muchas escaleras."
39,Hotel perfecto!,5,"Esta situado en un barrio donde todo te queda cerca.  La gente del hotel súper atentos y amables.  La habitación que nos tocó era en el último piso ,al lado de la entrada a la piscina, comodisma y enormeee la cama y la habitación espaciosa y ventila y con buenas vistas.  Muchas gracias, volveremos encantados!!",Seville_Province_of_Seville_Andalucia,Hotel_Rey_Alfonso_X,1,"esta situado en un barrio donde todo te queda cerca. la gente del hotel súper atentos y amables. la habitación que nos tocó era en el último piso ,al lado de la entrada a la piscina, comodisma y enormeee la cama y la habitación espaciosa y ventila y con buenas vistas. muchas gracias, volveremos encantados!!"
